binome_id,mentor_id,workfield,mentee_id,field_of_study,study_level,degree,needs,average_grade,program,engagement_score,desired_exchange_frequency,binome_score,target,binome_statut
102417,64531,Engineering,207186,"IT, IS, Data, Web, Tech",Bac+1,Licence,[pro],Very good,PNP,0.07963401753974586,More than once per week,2.604102937373721,0,REJECTED
102418,67073,Banking-Finance,201930,"Law, Legal Studies",Bac+4,BTS,[study],Good,PP,1.5425785985029878,Once a week,3.325064994376503,0,CANCELLED
102419,54000,Computer science,209488,Engineering,Bac+3,Master,[pro],Not specified (or Not provided),PP,0.28601003302716765,Once a week,6.112881891638978,0,CANCELLED
102420,64289,Other,206520,Engineering,Bac+2,Autre,[study],Not specified (or Not provided),PNP,3.3360754127231953,Once every two weeks (or Bi-weekly),5.162603423287129,1,COMPLETED
102421,67055,Healthcare,191337,"Commerce, Management, Economics, Management",Bac+4,BTS,[pro],Not specified (or Not provided),PNP,3.6550749231979784,Once every two weeks (or Bi-weekly),2.3963968396941167,1,COMPLETED
102422,57927,nan,195819,"Commerce, Management, Economics, Management",Bac+4,Licence,[pro],Not specified (or Not provided),PP,1.9233421979136893,Once a week,4.439412511138136,0,REJECTED
102423,65562,Engineering,195784,"Law, Legal Studies",Bac+3,Master,"[pro, study]",Very good,PP,3.673825897556899,Once a week,7.5487090623571955,1,COMPLETED
102424,51171,Marketing,199142,Engineering,Bac+5+,Licence,[pro],Not specified (or Not provided),PNP,2.308590716190199,Once every two weeks (or Bi-weekly),4.24477827283618,1,COMPLETED
102425,61918,Banking-Finance,185311,Engineering,Bac+1,Master,[pro],Not specified (or Not provided),PNP,2.879596389198237,Once a week,6.760965748562203,1,COMPLETED
102426,59135,Engineering,191452,"IT, IS, Data, Web, Tech",Bac+4,Master,[pro],Good,PNP,1.7027973287016451,Once a week,5.600512304225599,0,CANCELLED
102427,56342,Banking-Finance,200491,"IT, IS, Data, Web, Tech",Bac+2,BTS,[pro],Not specified (or Not provided),PNP,3.2191249587964434,Once a week,3.052948804710552,1,COMPLETED
102428,67833,Law,194574,Other,Bac+2,Autre,"[pro, study]",Not specified (or Not provided),PP,2.1505989431424903,Once every two weeks (or Bi-weekly),6.105664819424019,1,COMPLETED
102429,61929,Computer science,198279,"Banking, Insurance and Finance",Bac+3,Licence,[pro],Not specified (or Not provided),PP,1.038128262424685,Once every two weeks (or Bi-weekly),7.652394576597754,0,REJECTED
102430,52539,Banking-Finance,195952,"Healthcare, Medicine",Bac+2,Licence,[pro],Not specified (or Not provided),PNP,3.078113660128574,Once every two weeks (or Bi-weekly),4.8207078293371595,1,COMPLETED
102431,53959,Other,182500,"Commerce, Management, Economics, Management",Bac+2,Autre,[study],Good,PNP,4.0,Once a week,8.590874738637892,1,COMPLETED
102432,63183,Computer science,194718,"Healthcare, Medicine",Bac+5+,BTS,[pro],Very good,PNP,1.6777763976387334,Once every two weeks (or Bi-weekly),1.9424013894359191,0,REJECTED
102433,55432,Law,182829,"IT, IS, Data, Web, Tech",Bac+5+,BTS,[pro],Not specified (or Not provided),PP,1.2974525141732745,Once every two weeks (or Bi-weekly),0.0,0,REJECTED
102434,68745,Banking-Finance,208449,"IT, IS, Data, Web, Tech",Bac+1,Licence,[pro],Not specified (or Not provided),PP,1.1104705034168074,More than once per week,0.0,0,REJECTED
102435,51753,Computer science,180047,"Banking, Insurance and Finance",Bac+3,Master,[pro],Average,PP,0.1346409287516197,Once every two weeks (or Bi-weekly),4.110835824666259,0,CANCELLED
102436,68322,Computer science,182364,"Accounting, Finance",Bac+2,Master,[pro],Not specified (or Not provided),PP,0.7388830859141564,Once every two weeks (or Bi-weekly),2.990949273428383,0,REJECTED
102437,60123,Computer science,206832,"Commerce, Management, Economics, Management",Bac+5+,Licence,[pro],Not specified (or Not provided),PNP,0.3888438147322424,Once a week,2.3788204206387675,0,REJECTED
102438,66376,Computer science,202050,Engineering,Bac+3,Licence,"[pro, study]",Not specified (or Not provided),PNP,1.6382812951428616,Once every two weeks (or Bi-weekly),3.6826612185195686,0,CANCELLED
102439,56588,Computer science,192864,"Banking, Insurance and Finance",Bac+3,Licence,[pro],Average,PP,0.6586634212505489,Once every two weeks (or Bi-weekly),8.345409245172734,0,REJECTED
102440,56304,Engineering,202842,"Marketing, Communication",Bac+3,Master,"[pro, study]",Below average,PP,0.3590810606691579,Once a week,0.0,0,REJECTED
102441,57345,Computer science,205329,"IT, IS, Data, Web, Tech",Bac+1,Licence,[pro],Excellent,PNP,3.425451775995373,Once a week,4.768144759742595,1,COMPLETED
102442,65352,Marketing,188177,"IT, IS, Data, Web, Tech",Bac+1,Autre,[pro],Not specified (or Not provided),PP,1.681713430268473,More than once per week,5.214697096492207,0,REJECTED
102443,50597,Teaching,193347,"Education, Teaching",Bac+3,BTS,[pro],Very good,PP,2.654434840379962,Once every two weeks (or Bi-weekly),0.0,0,REJECTED
102444,69446,Law,204014,Engineering,Bac+5+,BTS,[pro],Very good,PNP,1.9595121385391177,Once a week,5.988801384970047,0,CANCELLED
102445,52336,"Accounting, management",187931,Engineering,Bac+4,Licence,"[pro, study]",Not specified (or Not provided),PP,0.0,More than once per week,4.096329800401808,0,REJECTED
102446,59879,Other,203442,"IT, IS, Data, Web, Tech",Bac+5+,Licence,[study],Not specified (or Not provided),PNP,2.246715835218758,Once every two weeks (or Bi-weekly),3.3441311397203677,1,COMPLETED
102447,50572,Computer science,199186,"Marketing, Communication",Bac+1,Licence,[pro],Very good,PP,0.7962062037321097,Once every two weeks (or Bi-weekly),0.0,0,REJECTED
102448,57521,Computer science,192841,"Healthcare, Medicine",Bac+5+,Licence,[study],Average,PNP,2.0598191003674473,Once every two weeks (or Bi-weekly),6.451398212551895,1,COMPLETED
102449,56171,Engineering,191844,"Healthcare, Medicine",Bac+4,Licence,[pro],Not specified (or Not provided),PNP,0.521900508497259,Once a week,0.2376481685661751,0,CANCELLED
102450,68474,Healthcare,188594,"Education, Teaching",Bac+2,Licence,[study],Not specified (or Not provided),PP,0.8831390778082389,Once a week,1.732517963707935,0,CANCELLED
102451,63992,Law,193418,"Accounting, Finance",Bac+5+,Master,"[pro, study]",Not specified (or Not provided),PNP,0.7193983908252022,Once a week,3.6258051917118563,0,CANCELLED
102452,61861,Human Resources,182086,"Commerce, Management, Economics, Management",Bac+4,Licence,"[pro, study]",Not specified (or Not provided),PP,0.0,Once a week,3.4747795085653292,0,REJECTED
102453,62464,Banking-Finance,203108,"Banking, Insurance and Finance",Bac+4,Master,"[pro, study]",Average,PNP,1.004143784981502,Once a week,0.5770630337237317,0,CANCELLED
102454,51633,nan,190419,"Healthcare, Medicine",Bac+4,Licence,[study],Not specified (or Not provided),PNP,2.4242426709408886,Once a week,4.472844018571454,1,COMPLETED
102455,67901,Computer science,202539,"Healthcare, Medicine",Bac+4,Licence,[pro],Not specified (or Not provided),PP,2.7889402653563415,More than once per week,5.5104872549478765,1,COMPLETED
102456,62485,Banking-Finance,191602,"Accounting, Finance",Bac+5+,Master,"[pro, study]",Not specified (or Not provided),PNP,2.3505366851736067,Once a week,3.7125318468044175,0,CANCELLED
102457,60849,nan,191182,"IT, IS, Data, Web, Tech",Bac+1,Master,[pro],Good,PNP,3.2148407438167355,Once every two weeks (or Bi-weekly),1.342012147722081,1,COMPLETED
102458,53648,Computer science,192835,"Healthcare, Medicine",Bac+5+,Licence,"[pro, study]",Average,PP,0.9715689349201263,Once every two weeks (or Bi-weekly),0.0,0,CANCELLED
102459,65177,Computer science,197533,Engineering,Bac+5+,Autre,[pro],Very good,PP,0.1440068749679989,Once a week,1.7836653008647663,0,REJECTED
102460,63140,Healthcare,196446,"IT, IS, Data, Web, Tech",Bac+3,Master,[pro],Not specified (or Not provided),PP,0.564988134456954,Once a week,5.651734085050189,0,REJECTED
102461,67921,"Accounting, management",209515,"Banking, Insurance and Finance",Bac+2,BTS,[pro],Very good,PP,4.0,Once every two weeks (or Bi-weekly),4.3410474566190995,1,COMPLETED
102462,64357,Engineering,183153,Other,Bac+3,Licence,[pro],Below average,PNP,3.0980690414991354,Once every two weeks (or Bi-weekly),6.878296406610499,1,COMPLETED
102463,63368,Banking-Finance,189200,"Commerce, Management, Economics, Management",Bac+4,Licence,[pro],Not specified (or Not provided),PNP,0.2695144259138488,Once a week,1.7202272173513389,0,CANCELLED
102464,53137,Other,202322,"IT, IS, Data, Web, Tech",Bac+3,BTS,"[pro, study]",Not specified (or Not provided),PNP,0.5566770028151542,Once a week,0.0,0,REJECTED
102465,50097,Banking-Finance,190223,"IT, IS, Data, Web, Tech",Bac+2,Licence,[pro],Not specified (or Not provided),PP,2.938886839701439,Once every two weeks (or Bi-weekly),3.694751359976978,0,CANCELLED
102466,61407,Computer science,205898,"IT, IS, Data, Web, Tech",Bac+3,Licence,"[pro, study]",Not specified (or Not provided),PNP,2.7785325716035714,Once a week,1.6718445504039139,0,REJECTED
102467,62722,Banking-Finance,190273,"IT, IS, Data, Web, Tech",Bac+5+,Master,[pro],Not specified (or Not provided),PNP,1.3991141475022273,Once a week,7.164684139665868,0,REJECTED
102468,62924,Human Resources,180751,"Law, Legal Studies",Bac+4,BTS,[pro],Average,PNP,3.0334427620837277,Once every two weeks (or Bi-weekly),6.403622075042034,0,REJECTED
102469,53750,Computer science,204160,"IT, IS, Data, Web, Tech",Bac+1,Master,[pro],Not specified (or Not provided),PP,1.8836174236835164,More than once per week,3.374325486527046,0,REJECTED
102470,58535,Engineering,208720,"Law, Legal Studies",Bac+3,Licence,[pro],Not specified (or Not provided),PNP,2.8905380819041118,Once a week,2.4808644411796608,1,COMPLETED
102471,54666,Banking-Finance,188849,"IT, IS, Data, Web, Tech",Bac+5+,Licence,[pro],Average,PNP,0.4532071314217756,Once every two weeks (or Bi-weekly),2.70349376024498,0,CANCELLED
102472,66009,Banking-Finance,206236,"Education, Teaching",Bac+1,Licence,[pro],Good,PP,0.8452867157506032,Once every two weeks (or Bi-weekly),0.0,0,REJECTED
102473,66994,Engineering,197084,"Commerce, Management, Economics, Management",Bac+1,Master,[pro],Very good,PNP,0.7237656869924962,Once a week,0.48277642663227716,0,CANCELLED
102474,51727,Marketing,205656,"Accounting, Finance",Bac+4,BTS,[study],Not specified (or Not provided),PNP,1.6867476350134285,Once every two weeks (or Bi-weekly),4.037960733024771,0,REJECTED
102475,51854,Other,196220,"IT, IS, Data, Web, Tech",Bac+3,Licence,[study],Average,PNP,0.10388331251610805,Once a week,0.13276477363023043,0,REJECTED
102476,60800,Other,190348,"Commerce, Management, Economics, Management",Bac+1,BTS,[study],Not specified (or Not provided),PNP,1.6145545831842907,Once a week,1.9492322915758566,0,CANCELLED
102477,55055,Marketing,197924,"IT, IS, Data, Web, Tech",Bac+5+,Autre,"[pro, study]",Not specified (or Not provided),PP,2.251963030271188,More than once per week,0.0,0,REJECTED
102478,60271,"Accounting, management",199416,"Accounting, Finance",Bac+3,BTS,[pro],Average,PNP,1.248717835454699,More than once per week,1.4964914885214324,0,REJECTED
102479,68708,Teaching,186167,"Commerce, Management, Economics, Management",Bac+3,Licence,"[pro, study]",Very good,PNP,0.6442881098053646,Once a week,1.4380382706216528,0,REJECTED
102480,62819,Teaching,186364,"Law, Legal Studies",Bac+3,Licence,[study],Average,PNP,1.6024107853709617,Once a week,4.488589999943632,0,REJECTED
102481,59369,nan,181983,"IT, IS, Data, Web, Tech",Bac+4,Licence,"[pro, study]",Very good,PNP,1.8165329517260398,Once a week,1.4733764949151646,0,REJECTED
102482,59283,Computer science,204890,"Commerce, Management, Economics, Management",Bac+3,Master,[study],Average,PNP,3.485471607758813,Once a week,3.9007016826202676,1,COMPLETED
102483,63171,Computer science,194629,"IT, IS, Data, Web, Tech",Bac+4,Licence,[pro],Good,PNP,1.9866273746121135,Once every two weeks (or Bi-weekly),4.588060638072923,0,CANCELLED
102484,55774,Other,196288,"Accounting, Finance",Bac+3,Master,[study],Not specified (or Not provided),PNP,1.3983176520517224,Once every two weeks (or Bi-weekly),10.81431653147351,1,COMPLETED
102485,56519,Other,191273,"IT, IS, Data, Web, Tech",Bac+3,Master,[pro],Not specified (or Not provided),PNP,2.415618063936344,Once a week,4.236038919507809,0,CANCELLED
102486,60983,"Accounting, management",202180,"IT, IS, Data, Web, Tech",Bac+4,Licence,[pro],Good,PNP,0.3716009376486131,Once a week,4.387797343791814,0,REJECTED
102487,68133,Other,187648,Engineering,Bac+4,BTS,[pro],Average,PNP,0.7376916486140305,Once a week,2.6414786466998534,0,CANCELLED
102488,64939,nan,187894,"IT, IS, Data, Web, Tech",Bac+4,BTS,"[pro, study]",Not specified (or Not provided),PNP,2.3560158473571047,Once a week,5.663669578642767,1,COMPLETED
102489,50781,"Accounting, management",193305,"Healthcare, Medicine",Bac+2,Licence,[pro],Average,PNP,0.0,Once every two weeks (or Bi-weekly),0.4383712783071765,0,REJECTED
102490,66282,Banking-Finance,192925,"IT, IS, Data, Web, Tech",Bac+1,Master,[pro],Not specified (or Not provided),PNP,1.6195288686793887,Once every two weeks (or Bi-weekly),0.0,0,REJECTED
102491,56823,Human Resources,198698,"Accounting, Finance",Bac+4,Licence,[pro],Very good,PNP,0.4219109539975092,Once every two weeks (or Bi-weekly),0.0,0,CANCELLED
102492,68489,"Accounting, management",204343,Other,Bac+1,Licence,[pro],Very good,PNP,1.4700198532842517,Once every two weeks (or Bi-weekly),5.796639306898005,0,REJECTED
102493,57193,nan,190327,"IT, IS, Data, Web, Tech",Bac+2,Licence,"[pro, study]",Good,PNP,2.720444089619393,More than once per week,11.615407302456324,1,COMPLETED
102494,52113,nan,198033,"Commerce, Management, Economics, Management",Bac+3,BTS,[pro],Not specified (or Not provided),PP,3.6870149377557775,Once every two weeks (or Bi-weekly),6.810681430759775,1,COMPLETED
102495,66280,Teaching,204084,"Education, Teaching",Bac+5+,Licence,[pro],Not specified (or Not provided),PNP,3.705577801870144,Once every two weeks (or Bi-weekly),6.453394178854741,1,COMPLETED
102496,63565,Teaching,191411,Engineering,Bac+5+,Licence,[pro],Very good,PNP,4.0,Once a week,4.399636395766603,1,COMPLETED
102497,60183,nan,186900,"Banking, Insurance and Finance",Bac+3,Master,[pro],Not specified (or Not provided),PNP,1.7376973813719878,Once a week,0.3995569016159215,0,CANCELLED
102498,67961,nan,196137,"Accounting, Finance",Bac+5+,Licence,[pro],Very good,PNP,1.4411788045192162,Once every two weeks (or Bi-weekly),3.2644718929004193,0,REJECTED
102499,59203,Marketing,183800,"Commerce, Management, Economics, Management",Bac+4,Licence,[pro],Very good,PNP,0.40877841039323637,Once a week,3.1892217452130263,0,REJECTED
102500,68658,Engineering,182478,"Law, Legal Studies",Bac+3,Licence,[pro],Very good,PNP,2.612663745248395,Once a week,1.6288662556591582,0,CANCELLED
102501,65795,Marketing,208643,"Healthcare, Medicine",Bac+1,Licence,[pro],Not specified (or Not provided),PNP,0.695514046194246,Once a week,2.9216191614758706,0,CANCELLED
102502,68810,Computer science,189967,Engineering,Bac+3,Master,"[pro, study]",Average,PNP,0.7698703840597658,Once every two weeks (or Bi-weekly),3.450021786106684,0,REJECTED
102503,63489,Banking-Finance,190158,"Marketing, Communication",Bac+4,Licence,[study],Very good,PP,2.47278775256482,Once every two weeks (or Bi-weekly),3.4347969735438797,0,CANCELLED
102504,55546,Computer science,187054,"Accounting, Finance",Bac+2,Master,"[pro, study]",Not specified (or Not provided),PNP,2.3216956041449848,Once a week,3.3578621203959376,1,COMPLETED
102505,56852,Engineering,186059,"Banking, Insurance and Finance",Bac+3,BTS,[pro],Average,PNP,3.324803195433071,Once every two weeks (or Bi-weekly),4.189408469567852,1,COMPLETED
102506,52551,Computer science,189959,Other,Bac+5+,BTS,[pro],Not specified (or Not provided),PNP,0.3127665769199109,Once a week,0.31069233330115975,0,REJECTED
102507,56411,nan,192007,"IT, IS, Data, Web, Tech",Bac+2,Autre,[pro],Not specified (or Not provided),PNP,3.219859414849556,Once every two weeks (or Bi-weekly),9.03370661107704,1,COMPLETED
102508,66391,Banking-Finance,188433,"IT, IS, Data, Web, Tech",Bac+1,Master,[pro],Good,PNP,0.5981793001831952,More than once per week,2.107154045772916,0,REJECTED
102509,68939,Other,209373,"IT, IS, Data, Web, Tech",Bac+4,BTS,[pro],Not specified (or Not provided),PP,3.0180909867826347,Once every two weeks (or Bi-weekly),3.5777889715170894,0,CANCELLED
102510,50475,Other,207525,Other,Bac+1,Licence,[study],Not specified (or Not provided),PP,1.3210972670565886,Once every two weeks (or Bi-weekly),5.67542559624097,0,REJECTED
102511,60403,Other,209412,Engineering,Bac+3,Master,"[pro, study]",Not specified (or Not provided),PP,0.18332051050928036,Once a week,3.1625624668296934,0,CANCELLED
102512,57239,nan,186209,"Commerce, Management, Economics, Management",Bac+2,Licence,[pro],Not specified (or Not provided),PNP,3.7925575127411744,Once every two weeks (or Bi-weekly),7.8528618306861695,1,COMPLETED
102513,56710,Healthcare,187115,"IT, IS, Data, Web, Tech",Bac+4,Licence,"[pro, study]",Good,PNP,1.4577675362174896,Once every two weeks (or Bi-weekly),3.1007663822219786,0,CANCELLED
102514,58078,Computer science,193068,"IT, IS, Data, Web, Tech",Bac+1,BTS,[pro],Not specified (or Not provided),PNP,2.9093484163429255,Once a week,0.9670591733911651,0,CANCELLED
102515,52285,Computer science,198640,"IT, IS, Data, Web, Tech",Bac+2,Licence,[pro],Very good,PNP,1.460870873685446,Once a week,4.689166892513569,0,CANCELLED
102516,55223,nan,208687,"Education, Teaching",Bac+1,Master,"[pro, study]",Below average,PP,0.39196131477420765,Once a week,3.3117183226166627,0,CANCELLED
102517,63521,Computer science,183368,"Healthcare, Medicine",Bac+2,Licence,[study],Good,PNP,0.6840863018564416,Once every two weeks (or Bi-weekly),2.1507475925498216,0,CANCELLED
102518,64889,nan,209657,"Marketing, Communication",Bac+3,BTS,"[pro, study]",Not specified (or Not provided),PNP,1.2946483122666488,Once every two weeks (or Bi-weekly),1.6902809027888677,0,CANCELLED
102519,56971,Marketing,203771,"Banking, Insurance and Finance",Bac+2,Master,"[pro, study]",Good,PNP,1.353481366728721,Once a week,0.9044183338112652,0,REJECTED
102520,69909,Banking-Finance,196128,"Accounting, Finance",Bac+3,BTS,[pro],Not specified (or Not provided),PNP,4.0,Once every two weeks (or Bi-weekly),7.3159724449377235,1,COMPLETED
102521,61531,Computer science,204942,"Banking, Insurance and Finance",Bac+1,Licence,[study],Not specified (or Not provided),PP,1.1569103771191998,Once every two weeks (or Bi-weekly),6.149085668835395,0,REJECTED
102522,64721,nan,182827,"Education, Teaching",Bac+4,Licence,[study],Good,PNP,2.778537143538077,Once a week,1.928729739290704,0,CANCELLED
102523,69206,"Accounting, management",205828,Other,Bac+5+,Master,[pro],Not specified (or Not provided),PNP,0.13550387123096397,Once every two weeks (or Bi-weekly),3.3740139410375063,0,REJECTED
102524,54943,nan,195990,"Marketing, Communication",Bac+3,Master,[pro],Average,PP,1.9842403386706464,Once every two weeks (or Bi-weekly),4.765975664102628,0,REJECTED
102525,56530,Banking-Finance,182487,"Accounting, Finance",Bac+3,Licence,[pro],Good,PNP,1.67931747325821,Once every two weeks (or Bi-weekly),0.0,0,REJECTED
102526,61116,Computer science,209361,"IT, IS, Data, Web, Tech",Bac+3,Licence,[pro],Average,PNP,2.097416914339958,Once a week,4.399237806659123,0,REJECTED
102527,50258,Engineering,199987,"Accounting, Finance",Bac+4,Autre,[pro],Not specified (or Not provided),PNP,0.0,Once a week,0.0,0,CANCELLED
102528,50282,Engineering,199905,"IT, IS, Data, Web, Tech",Bac+5+,Autre,[pro],Average,PNP,2.374521250233607,Once a week,1.998963788241081,1,COMPLETED
102529,63937,Computer science,193347,"IT, IS, Data, Web, Tech",Bac+4,BTS,[pro],Average,PNP,2.936687569938199,Once a week,7.793316611147993,1,COMPLETED
102530,51898,Computer science,209518,"IT, IS, Data, Web, Tech",Bac+2,Master,[pro],Not specified (or Not provided),PNP,2.3948810514162178,Once a week,3.4534347376153165,0,REJECTED
102531,54135,Engineering,200901,"Commerce, Management, Economics, Management",Bac+4,Master,[pro],Not specified (or Not provided),PP,1.0360910900669749,Once every two weeks (or Bi-weekly),2.4223450130829502,0,REJECTED
102532,56629,Healthcare,196277,"Accounting, Finance",Bac+3,BTS,[pro],Not specified (or Not provided),PNP,0.9156107454847776,More than once per week,8.236307232569402,0,REJECTED
102533,61168,Human Resources,181643,"Commerce, Management, Economics, Management",Bac+2,Licence,[pro],Not specified (or Not provided),PNP,2.798950821637086,Once a week,4.726110311567858,1,COMPLETED
102534,69584,Engineering,197596,"Banking, Insurance and Finance",Bac+2,Master,[pro],Not specified (or Not provided),PNP,0.49291136605087316,Once every two weeks (or Bi-weekly),0.0,0,REJECTED
102535,50612,nan,203729,"IT, IS, Data, Web, Tech",Bac+4,Licence,[pro],Good,PNP,1.7050312063498283,Once a week,8.903485198663818,1,COMPLETED
102536,64203,Human Resources,201087,"Accounting, Finance",Bac+4,Licence,"[pro, study]",Below average,PNP,1.8856609531797304,Once every two weeks (or Bi-weekly),4.627812900185702,0,REJECTED
102537,67071,"Accounting, management",201818,Engineering,Bac+4,Licence,[pro],Not specified (or Not provided),PP,0.2814447172473857,Once every two weeks (or Bi-weekly),1.4038782198345305,0,CANCELLED
102538,52307,"Accounting, management",180019,"IT, IS, Data, Web, Tech",Bac+3,Licence,[pro],Not specified (or Not provided),PNP,0.5664463635447515,Once every two weeks (or Bi-weekly),3.958196552522653,0,REJECTED
102539,57133,Banking-Finance,180675,"Healthcare, Medicine",Bac+5+,BTS,[study],Not specified (or Not provided),PP,2.0707389440318598,Once every two weeks (or Bi-weekly),2.646956405865723,0,CANCELLED
102540,61205,Computer science,200861,Engineering,Bac+4,BTS,[pro],Not specified (or Not provided),PNP,1.1202616910002725,Once a week,2.9412215840161062,0,CANCELLED
102541,55906,Banking-Finance,196992,"Banking, Insurance and Finance",Bac+3,BTS,"[pro, study]",Not specified (or Not provided),PNP,0.6994037967758326,Once a week,1.0914870624373059,0,CANCELLED
102542,52591,Engineering,202670,"Accounting, Finance",Bac+4,Licence,[pro],Good,PNP,0.0,Once every two weeks (or Bi-weekly),1.414363871051097,0,CANCELLED
102543,65149,Human Resources,196445,"Banking, Insurance and Finance",Bac+2,Master,"[pro, study]",Not specified (or Not provided),PNP,0.7020886546885152,Once every two weeks (or Bi-weekly),1.1816619032088969,0,REJECTED
102544,62150,nan,189457,"IT, IS, Data, Web, Tech",Bac+2,Master,[pro],Not specified (or Not provided),PNP,2.6318798932587075,Once every two weeks (or Bi-weekly),1.7031413050147777,0,REJECTED
102545,57183,Banking-Finance,206861,Engineering,Bac+5+,BTS,[pro],Not specified (or Not provided),PP,2.3158482988948412,Once a week,4.546870061319284,1,COMPLETED
102546,60102,nan,181154,"Banking, Insurance and Finance",Bac+5+,Master,[pro],Not specified (or Not provided),PP,0.5655358729618055,Once every two weeks (or Bi-weekly),2.010038833367223,0,CANCELLED
102547,69988,Teaching,189820,"IT, IS, Data, Web, Tech",Bac+5+,BTS,"[pro, study]",Average,PP,0.31381623557433713,Once a week,0.5805702986062549,0,REJECTED
102548,67053,Engineering,189818,Engineering,Bac+2,BTS,[study],Not specified (or Not provided),PP,1.9253666063031925,Once a week,5.712550681647218,1,COMPLETED
102549,51283,nan,183716,Engineering,Bac+3,Licence,"[pro, study]",Average,PNP,0.4507310026897511,Once a week,1.6637234209995253,0,REJECTED
102550,50923,Computer science,185242,"IT, IS, Data, Web, Tech",Bac+3,Licence,[pro],Not specified (or Not provided),PNP,2.5018608042979107,Once a week,0.0,0,REJECTED
102551,51125,Other,201943,"Healthcare, Medicine",Bac+2,Master,"[pro, study]",Not specified (or Not provided),PNP,3.141316730408791,Once every two weeks (or Bi-weekly),6.933610619045082,1,COMPLETED
102552,51529,Computer science,185022,"Banking, Insurance and Finance",Bac+3,Licence,[pro],Good,PNP,1.0428503010189059,Once every two weeks (or Bi-weekly),1.625854049209168,0,CANCELLED
102553,58438,Engineering,202869,"IT, IS, Data, Web, Tech",Bac+3,Licence,[pro],Below average,PP,1.1467906791690359,Once every two weeks (or Bi-weekly),0.0,0,CANCELLED
102554,66154,Human Resources,197826,Engineering,Bac+2,BTS,[pro],Not specified (or Not provided),PP,2.028718673483643,More than once per week,1.6422074405169984,0,CANCELLED
102555,58004,Other,181653,"Accounting, Finance",Bac+5+,Licence,"[pro, study]",Not specified (or Not provided),PNP,0.8472483666646973,Once a week,0.6745790824147311,0,REJECTED
102556,59752,Engineering,182502,"IT, IS, Data, Web, Tech",Bac+3,Master,[pro],Average,PP,0.40748191470842465,Once every two weeks (or Bi-weekly),0.7061554808720549,0,REJECTED
102557,60592,Healthcare,199653,"Education, Teaching",Bac+3,Master,[pro],Average,PP,3.0670564516837393,Once every two weeks (or Bi-weekly),5.849570367387246,1,COMPLETED
102558,53864,nan,196665,"Law, Legal Studies",Bac+3,BTS,[pro],Not specified (or Not provided),PNP,0.8121008368669402,Once a week,0.4133153185000613,0,CANCELLED
102559,50226,Computer science,209557,"Law, Legal Studies",Bac+5+,Master,[pro],Average,PNP,1.7538053803542137,Once a week,5.535879058021175,0,CANCELLED
102560,65036,"Accounting, management",205600,"Commerce, Management, Economics, Management",Bac+3,Master,[pro],Not specified (or Not provided),PP,0.510033927506725,Once a week,4.286379133244169,0,REJECTED
102561,61739,"Accounting, management",209394,"Law, Legal Studies",Bac+3,Licence,[pro],Excellent,PP,0.6680335656602133,Once a week,6.051943081937516,0,REJECTED
102562,66648,nan,194086,"Law, Legal Studies",Bac+2,Master,[pro],Not specified (or Not provided),PNP,0.025383581445913683,Once every two weeks (or Bi-weekly),6.899152385399428,0,REJECTED
102563,59587,nan,183403,Other,Bac+3,Master,"[pro, study]",Very good,PNP,2.4770378106155033,Once a week,7.247700698366481,0,REJECTED
102564,61749,Other,181235,"Marketing, Communication",Bac+3,Licence,"[pro, study]",Good,PP,3.4903694577287068,Once every two weeks (or Bi-weekly),6.875322478625665,1,COMPLETED
102565,50645,Marketing,208758,"Commerce, Management, Economics, Management",Bac+3,Master,[pro],Excellent,PNP,0.2550145198062336,More than once per week,6.565055945475682,0,REJECTED
102566,66299,Other,201144,"IT, IS, Data, Web, Tech",Bac+2,Master,"[pro, study]",Not specified (or Not provided),PNP,3.55768398111994,Once a week,2.3046818801317803,1,COMPLETED
102567,69374,Computer science,193149,"Commerce, Management, Economics, Management",Bac+4,Licence,[study],Not specified (or Not provided),PNP,3.3042512875701027,Once every two weeks (or Bi-weekly),2.488947588524369,1,COMPLETED
102568,63675,Computer science,194396,"Banking, Insurance and Finance",Bac+3,Licence,[pro],Average,PNP,3.4588948122719363,Once every two weeks (or Bi-weekly),2.8077943305867623,1,COMPLETED
102569,68888,Law,203324,"Healthcare, Medicine",Bac+3,Autre,[pro],Not specified (or Not provided),PNP,0.49211583724821767,Once a week,4.256851474194974,0,REJECTED
102570,60964,Law,194430,Engineering,Bac+1,Licence,"[pro, study]",Good,PNP,2.4528043524106034,Once every two weeks (or Bi-weekly),5.853123193663176,1,COMPLETED
102571,66087,Computer science,197169,"Healthcare, Medicine",Bac+3,Licence,[pro],Not specified (or Not provided),PNP,0.0,More than once per week,4.75718821962918,0,REJECTED
102572,63537,Banking-Finance,193864,"Commerce, Management, Economics, Management",Bac+5+,BTS,[pro],Not specified (or Not provided),PNP,0.12151128347556717,Once every two weeks (or Bi-weekly),1.6057457790456364,0,CANCELLED
102573,63269,Teaching,195506,"IT, IS, Data, Web, Tech",Bac+2,Autre,[study],Not specified (or Not provided),PP,0.6864143435382307,Once every two weeks (or Bi-weekly),4.156547176882066,0,CANCELLED
102574,59346,nan,191509,"IT, IS, Data, Web, Tech",Bac+1,Licence,"[pro, study]",Not specified (or Not provided),PNP,1.9331155562160622,Once a week,4.0812462226493835,1,COMPLETED
